Choice_ID,IDX,block,mode,choice,gender,age,undergrad,r_type,PM_exp,access,IVT,Bus_cost,PM_cost,DRT_cost,DRT_IVT_max,Bus_delay,DRT_delay
513,86,1,Walk,4,1,22,1,1,1,0,35,0,0,0,0,0,0
514,86,1,Walk,4,1,22,1,1,1,0,25,0,0,0,0,0,0
515,86,1,Walk,4,1,22,1,1,1,0,35,0,0,0,0,0,0
516,86,1,Walk,2,1,22,1,1,1,0,45,0,0,0,0,0,0
517,87,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
518,87,2,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
519,87,2,Walk,1,2,23,1,1,1,0,45,0,0,0,0,0,0
520,87,2,Walk,3,2,23,1,1,1,0,25,0,0,0,0,0,0
521,87,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
522,87,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
523,88,3,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
524,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
525,88,3,Walk,1,2,23,1,1,1,0,45,0,0,0,0,0,0
526,88,3,Walk,3,2,23,1,1,1,0,25,0,0,0,0,0,0
527,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
528,88,3,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
529,89,1,Walk,4,1,22,2,1,1,0,45,0,0,0,0,0,0
530,89,1,Walk,1,1,22,2,1,1,0,25,0,0,0,0,0,0
531,89,1,Walk,4,1,22,2,1,1,0,35,0,0,0,0,0,0
532,89,1,Walk,2,1,22,2,1,1,0,25,0,0,0,0,0,0
533,89,1,Walk,4,1,22,2,1,1,0,35,0,0,0,0,0,0
534,89,1,Walk,4,1,22,2,1,1,0,45,0,0,0,0,0,0
535,90,1,Walk,1,1,24,1,3,1,0,45,0,0,0,0,0,0
536,90,1,Walk,1,1,24,1,3,1,0,25,0,0,0,0,0,0
537,90,1,Walk,4,1,24,1,3,1,0,35,0,0,0,0,0,0
538,90,1,Walk,2,1,24,1,3,1,0,25,0,0,0,0,0,0
539,90,1,Walk,1,1,24,1,3,1,0,35,0,0,0,0,0,0
540,90,1,Walk,2,1,24,1,3,1,0,45,0,0,0,0,0,0
541,91,2,Walk,4,1,24,1,1,2,0,45,0,0,0,0,0,0
542,91,2,Walk,1,1,24,1,1,2,0,35,0,0,0,0,0,0
543,91,2,Walk,4,1,24,1,1,2,0,45,0,0,0,0,0,0
544,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0,0,0
545,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0,0,0
546,91,2,Walk,4,1,24,1,1,2,0,25,0,0,0,0,0,0
547,92,2,Walk,2,2,24,1,2,1,0,45,0,0,0,0,0,0
548,92,2,Walk,2,2,24,1,2,1,0,35,0,0,0,0,0,0
549,92,2,Walk,1,2,24,1,2,1,0,45,0,0,0,0,0,0
550,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0,0,0
551,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0,0,0
552,92,2,Walk,4,2,24,1,2,1,0,25,0,0,0,0,0,0
553,93,2,Walk,4,2,21,1,1,2,0,45,0,0,0,0,0,0
554,93,2,Walk,1,2,21,1,1,2,0,35,0,0,0,0,0,0
555,93,2,Walk,2,2,21,1,1,2,0,45,0,0,0,0,0,0
556,93,2,Walk,1,2,21,1,1,2,0,25,0,0,0,0,0,0
557,93,2,Walk,4,2,21,1,1,2,0,25,0,0,0,0,0,0
558,93,2,Walk,3,2,21,1,1,2,0,25,0,0,0,0,0,0
559,94,2,Walk,4,2,22,1,2,1,0,45,0,0,0,0,0,0
560,94,2,Walk,2,2,22,1,2,1,0,35,0,0,0,0,0,0
561,94,2,Walk,4,2,22,1,2,1,0,45,0,0,0,0,0,0
562,94,2,Walk,1,2,22,1,2,1,0,25,0,0,0,0,0,0
563,94,2,Walk,4,2,22,1,2,1,0,25,0,0,0,0,0,0
564,94,2,Walk,4,2,22,1,2,1,0,25,0,0,0,0,0,0
565,95,1,Walk,4,1,22,1,1,2,0,45,0,0,0,0,0,0
566,95,1,Walk,1,1,22,1,1,2,0,25,0,0,0,0,0,0
567,95,1,Walk,4,1,22,1,1,2,0,35,0,0,0,0,0,0
568,95,1,Walk,2,1,22,1,1,2,0,25,0,0,0,0,0,0
569,95,1,Walk,1,1,22,1,1,2,0,35,0,0,0,0,0,0
570,95,1,Walk,4,1,22,1,1,2,0,45,0,0,0,0,0,0
571,96,3,Walk,1,1,23,1,1,2,0,45,0,0,0,0,0,0
572,96,3,Walk,4,1,23,1,1,2,0,35,0,0,0,0,0,0
573,96,3,Walk,1,1,23,1,1,2,0,45,0,0,0,0,0,0
574,96,3,Walk,4,1,23,1,1,2,0,25,0,0,0,0,0,0
575,96,3,Walk,4,1,23,1,1,2,0,35,0,0,0,0,0,0
576,96,3,Walk,1,1,23,1,1,2,0,35,0,0,0,0,0,0
577,97,1,Walk,4,1,22,1,2,1,0,45,0,0,0,0,0,0
578,97,1,Walk,1,1,22,1,2,1,0,25,0,0,0,0,0,0
579,97,1,Walk,4,1,22,1,2,1,0,35,0,0,0,0,0,0
580,97,1,Walk,2,1,22,1,2,1,0,25,0,0,0,0,0,0
581,97,1,Walk,4,1,22,1,2,1,0,35,0,0,0,0,0,0
582,97,1,Walk,4,1,22,1,2,1,0,45,0,0,0,0,0,0
583,98,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
584,98,1,Walk,1,2,23,1,1,1,0,25,0,0,0,0,0,0
585,98,1,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
586,98,1,Walk,2,2,23,1,1,1,0,25,0,0,0,0,0,0
587,98,1,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
588,98,1,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
589,99,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
590,99,2,Walk,2,2,23,1,1,1,0,35,0,0,0,0,0,0
591,99,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
592,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
593,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
594,99,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
595,100,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
596,100,2,Walk,4,2,23,1,1,1,0,35,0,0,0,0,0,0
597,100,2,Walk,4,2,23,1,1,1,0,45,0,0,0,0,0,0
598,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
599,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
600,100,2,Walk,4,2,23,1,1,1,0,25,0,0,0,0,0,0
1,1,2,DRT,4,1,30,2,1,1,3,10,0,0,800,0.5,0,8.5
2,1,2,DRT,1,1,30,2,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
3,1,2,DRT,1,1,30,2,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
4,1,2,DRT,4,1,30,2,1,1,3,5,0,0,600,1,0,8.5
5,1,2,DRT,4,1,30,2,1,1,3,5,0,0,400,1,0,8.5
6,1,2,DRT,1,1,30,2,1,1,3,10,0,0,400,0.5,0,8.5
7,2,3,DRT,1,1,22,1,2,2,3,15,0,0,400,0.3333333333333333,0,8.5
8,2,3,DRT,4,1,22,1,2,2,3,5,0,0,600,1,0,8.5
9,2,3,DRT,1,1,22,1,2,2,3,10,0,0,600,0.5,0,8.5
10,2,3,DRT,4,1,22,1,2,2,3,10,0,0,800,0.5,0,8.5
11,2,3,DRT,4,1,22,1,2,2,3,10,0,0,600,0.5,0,8.5
12,2,3,DRT,4,1,22,1,2,2,3,15,0,0,800,0.3333333333333333,0,8.5
13,3,3,DRT,4,2,21,1,2,1,3,15,0,0,400,0.3333333333333333,0,8.5
14,3,3,DRT,4,2,21,1,2,1,3,5,0,0,600,1,0,8.5
15,3,3,DRT,4,2,21,1,2,1,3,10,0,0,600,0.5,0,8.5
16,3,3,DRT,4,2,21,1,2,1,3,10,0,0,800,0.5,0,8.5
17,3,3,DRT,4,2,21,1,2,1,3,10,0,0,600,0.5,0,8.5
18,3,3,DRT,3,2,21,1,2,1,3,15,0,0,800,0.3333333333333333,0,8.5
19,4,2,DRT,4,2,22,1,1,1,3,10,0,0,800,0.5,0,8.5
20,4,2,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
21,4,2,DRT,4,2,22,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
22,4,2,DRT,4,2,22,1,1,1,3,5,0,0,600,1,0,8.5
23,4,2,DRT,4,2,22,1,1,1,3,5,0,0,400,1,0,8.5
24,4,2,DRT,4,2,22,1,1,1,3,10,0,0,400,0.5,0,8.5
25,5,3,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
26,5,3,DRT,4,2,22,1,1,1,3,5,0,0,600,1,0,8.5
27,5,3,DRT,4,2,22,1,1,1,3,10,0,0,600,0.5,0,8.5
28,5,3,DRT,4,2,22,1,1,1,3,10,0,0,800,0.5,0,8.5
29,5,3,DRT,4,2,22,1,1,1,3,10,0,0,600,0.5,0,8.5
30,5,3,DRT,4,2,22,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
31,6,3,DRT,4,1,22,1,2,1,3,15,0,0,400,0.3333333333333333,0,8.5
32,6,3,DRT,4,1,22,1,2,1,3,5,0,0,600,1,0,8.5
33,6,3,DRT,1,1,22,1,2,1,3,10,0,0,600,0.5,0,8.5
34,6,3,DRT,4,1,22,1,2,1,3,10,0,0,800,0.5,0,8.5
35,6,3,DRT,4,1,22,1,2,1,3,10,0,0,600,0.5,0,8.5
36,6,3,DRT,4,1,22,1,2,1,3,15,0,0,800,0.3333333333333333,0,8.5
37,7,3,DRT,4,1,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
38,7,3,DRT,4,1,22,1,1,1,3,5,0,0,600,1,0,8.5
39,7,3,DRT,1,1,22,1,1,1,3,10,0,0,600,0.5,0,8.5
40,7,3,DRT,4,1,22,1,1,1,3,10,0,0,800,0.5,0,8.5
41,7,3,DRT,4,1,22,1,1,1,3,10,0,0,600,0.5,0,8.5
42,7,3,DRT,4,1,22,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
43,8,2,DRT,4,1,22,1,1,1,3,10,0,0,800,0.5,0,8.5
44,8,2,DRT,4,1,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
45,8,2,DRT,2,1,22,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
46,8,2,DRT,4,1,22,1,1,1,3,5,0,0,600,1,0,8.5
47,8,2,DRT,4,1,22,1,1,1,3,5,0,0,400,1,0,8.5
48,8,2,DRT,4,1,22,1,1,1,3,10,0,0,400,0.5,0,8.5
49,9,2,DRT,4,2,25,1,1,1,3,10,0,0,800,0.5,0,8.5
50,9,2,DRT,4,2,25,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
51,9,2,DRT,4,2,25,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
52,9,2,DRT,3,2,25,1,1,1,3,5,0,0,600,1,0,8.5
53,9,2,DRT,3,2,25,1,1,1,3,5,0,0,400,1,0,8.5
54,9,2,DRT,4,2,25,1,1,1,3,10,0,0,400,0.5,0,8.5
55,10,2,DRT,4,1,23,1,1,2,3,10,0,0,800,0.5,0,8.5
56,10,2,DRT,4,1,23,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
57,10,2,DRT,1,1,23,1,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
58,10,2,DRT,3,1,23,1,1,2,3,5,0,0,600,1,0,8.5
59,10,2,DRT,4,1,23,1,1,2,3,5,0,0,400,1,0,8.5
60,10,2,DRT,4,1,23,1,1,2,3,10,0,0,400,0.5,0,8.5
61,11,2,DRT,4,1,26,2,1,2,3,10,0,0,800,0.5,0,8.5
62,11,2,DRT,4,1,26,2,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
63,11,2,DRT,4,1,26,2,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
64,11,2,DRT,1,1,26,2,1,2,3,5,0,0,600,1,0,8.5
65,11,2,DRT,4,1,26,2,1,2,3,5,0,0,400,1,0,8.5
66,11,2,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5,0,8.5
67,12,3,DRT,4,2,26,1,2,2,3,15,0,0,400,0.3333333333333333,0,8.5
68,12,3,DRT,4,2,26,1,2,2,3,5,0,0,600,1,0,8.5
69,12,3,DRT,1,2,26,1,2,2,3,10,0,0,600,0.5,0,8.5
70,12,3,DRT,2,2,26,1,2,2,3,10,0,0,800,0.5,0,8.5
71,12,3,DRT,4,2,26,1,2,2,3,10,0,0,600,0.5,0,8.5
72,12,3,DRT,4,2,26,1,2,2,3,15,0,0,800,0.3333333333333333,0,8.5
73,13,1,DRT,1,2,26,1,2,2,3,5,0,0,800,1,0,8.5
74,13,1,DRT,1,2,26,1,2,2,3,15,0,0,800,0.3333333333333333,0,8.5
75,13,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1,0,8.5
76,13,1,DRT,2,2,26,1,2,2,3,15,0,0,600,0.3333333333333333,0,8.5
77,13,1,DRT,4,2,26,1,2,2,3,10,0,0,400,0.5,0,8.5
78,13,1,DRT,4,2,26,1,2,2,3,5,0,0,400,1,0,8.5
79,14,3,DRT,4,2,26,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
80,14,3,DRT,4,2,26,1,1,1,3,5,0,0,600,1,0,8.5
81,14,3,DRT,4,2,26,1,1,1,3,10,0,0,600,0.5,0,8.5
82,14,3,DRT,4,2,26,1,1,1,3,10,0,0,800,0.5,0,8.5
83,14,3,DRT,4,2,26,1,1,1,3,10,0,0,600,0.5,0,8.5
84,14,3,DRT,4,2,26,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
85,15,3,DRT,4,1,23,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
86,15,3,DRT,1,1,23,1,1,2,3,5,0,0,600,1,0,8.5
87,15,3,DRT,1,1,23,1,1,2,3,10,0,0,600,0.5,0,8.5
88,15,3,DRT,2,1,23,1,1,2,3,10,0,0,800,0.5,0,8.5
89,15,3,DRT,4,1,23,1,1,2,3,10,0,0,600,0.5,0,8.5
90,15,3,DRT,1,1,23,1,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
91,16,1,DRT,4,2,28,1,2,1,3,5,0,0,800,1,0,8.5
92,16,1,DRT,1,2,28,1,2,1,3,15,0,0,800,0.3333333333333333,0,8.5
93,16,1,DRT,4,2,28,1,2,1,3,5,0,0,800,1,0,8.5
94,16,1,DRT,3,2,28,1,2,1,3,15,0,0,600,0.3333333333333333,0,8.5
95,16,1,DRT,1,2,28,1,2,1,3,10,0,0,400,0.5,0,8.5
96,16,1,DRT,4,2,28,1,2,1,3,5,0,0,400,1,0,8.5
97,17,1,DRT,3,2,26,1,3,2,3,5,0,0,800,1,0,8.5
98,17,1,DRT,3,2,26,1,3,2,3,15,0,0,800,0.3333333333333333,0,8.5
99,17,1,DRT,3,2,26,1,3,2,3,5,0,0,800,1,0,8.5
100,17,1,DRT,3,2,26,1,3,2,3,15,0,0,600,0.3333333333333333,0,8.5
101,17,1,DRT,3,2,26,1,3,2,3,10,0,0,400,0.5,0,8.5
102,17,1,DRT,3,2,26,1,3,2,3,5,0,0,400,1,0,8.5
103,18,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1,0,8.5
104,18,1,DRT,3,1,26,2,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
105,18,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1,0,8.5
106,18,1,DRT,3,1,26,2,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
107,18,1,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5,0,8.5
108,18,1,DRT,4,1,26,2,1,2,3,5,0,0,400,1,0,8.5
109,19,3,DRT,4,1,26,2,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
110,19,3,DRT,4,1,26,2,1,2,3,5,0,0,600,1,0,8.5
111,19,3,DRT,1,1,26,2,1,2,3,10,0,0,600,0.5,0,8.5
112,19,3,DRT,3,1,26,2,1,2,3,10,0,0,800,0.5,0,8.5
113,19,3,DRT,4,1,26,2,1,2,3,10,0,0,600,0.5,0,8.5
114,19,3,DRT,1,1,26,2,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
115,20,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1,0,8.5
116,20,1,DRT,3,1,26,2,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
117,20,1,DRT,4,1,26,2,1,2,3,5,0,0,800,1,0,8.5
118,20,1,DRT,3,1,26,2,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
119,20,1,DRT,4,1,26,2,1,2,3,10,0,0,400,0.5,0,8.5
120,20,1,DRT,4,1,26,2,1,2,3,5,0,0,400,1,0,8.5
121,21,2,DRT,4,1,27,2,1,1,3,10,0,0,800,0.5,0,8.5
122,21,2,DRT,4,1,27,2,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
123,21,2,DRT,4,1,27,2,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
124,21,2,DRT,3,1,27,2,1,1,3,5,0,0,600,1,0,8.5
125,21,2,DRT,4,1,27,2,1,1,3,5,0,0,400,1,0,8.5
126,21,2,DRT,4,1,27,2,1,1,3,10,0,0,400,0.5,0,8.5
127,22,2,DRT,1,2,23,1,2,2,3,10,0,0,800,0.5,0,8.5
128,22,2,DRT,4,2,23,1,2,2,3,15,0,0,400,0.3333333333333333,0,8.5
129,22,2,DRT,4,2,23,1,2,2,3,15,0,0,600,0.3333333333333333,0,8.5
130,22,2,DRT,4,2,23,1,2,2,3,5,0,0,600,1,0,8.5
131,22,2,DRT,4,2,23,1,2,2,3,5,0,0,400,1,0,8.5
132,22,2,DRT,4,2,23,1,2,2,3,10,0,0,400,0.5,0,8.5
133,23,2,DRT,4,2,26,2,1,1,3,10,0,0,800,0.5,0,8.5
134,23,2,DRT,1,2,26,2,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
135,23,2,DRT,4,2,26,2,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
136,23,2,DRT,4,2,26,2,1,1,3,5,0,0,600,1,0,8.5
137,23,2,DRT,4,2,26,2,1,1,3,5,0,0,400,1,0,8.5
138,23,2,DRT,4,2,26,2,1,1,3,10,0,0,400,0.5,0,8.5
139,24,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1,0,8.5
140,24,1,DRT,1,2,26,1,2,2,3,15,0,0,800,0.3333333333333333,0,8.5
141,24,1,DRT,4,2,26,1,2,2,3,5,0,0,800,1,0,8.5
142,24,1,DRT,4,2,26,1,2,2,3,15,0,0,600,0.3333333333333333,0,8.5
143,24,1,DRT,1,2,26,1,2,2,3,10,0,0,400,0.5,0,8.5
144,24,1,DRT,4,2,26,1,2,2,3,5,0,0,400,1,0,8.5
145,25,2,DRT,4,2,28,2,1,1,3,10,0,0,800,0.5,0,8.5
146,25,2,DRT,1,2,28,2,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
147,25,2,DRT,1,2,28,2,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
148,25,2,DRT,3,2,28,2,1,1,3,5,0,0,600,1,0,8.5
149,25,2,DRT,3,2,28,2,1,1,3,5,0,0,400,1,0,8.5
150,25,2,DRT,3,2,28,2,1,1,3,10,0,0,400,0.5,0,8.5
151,26,3,DRT,3,2,27,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
152,26,3,DRT,3,2,27,1,1,2,3,5,0,0,600,1,0,8.5
153,26,3,DRT,3,2,27,1,1,2,3,10,0,0,600,0.5,0,8.5
154,26,3,DRT,3,2,27,1,1,2,3,10,0,0,800,0.5,0,8.5
155,26,3,DRT,3,2,27,1,1,2,3,10,0,0,600,0.5,0,8.5
156,26,3,DRT,3,2,27,1,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
157,27,1,DRT,4,1,22,1,1,1,3,5,0,0,800,1,0,8.5
158,27,1,DRT,1,1,22,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
159,27,1,DRT,4,1,22,1,1,1,3,5,0,0,800,1,0,8.5
160,27,1,DRT,4,1,22,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
161,27,1,DRT,4,1,22,1,1,1,3,10,0,0,400,0.5,0,8.5
162,27,1,DRT,4,1,22,1,1,1,3,5,0,0,400,1,0,8.5
163,28,3,DRT,4,2,25,1,2,1,3,15,0,0,400,0.3333333333333333,0,8.5
164,28,3,DRT,4,2,25,1,2,1,3,5,0,0,600,1,0,8.5
165,28,3,DRT,4,2,25,1,2,1,3,10,0,0,600,0.5,0,8.5
166,28,3,DRT,4,2,25,1,2,1,3,10,0,0,800,0.5,0,8.5
167,28,3,DRT,4,2,25,1,2,1,3,10,0,0,600,0.5,0,8.5
168,28,3,DRT,4,2,25,1,2,1,3,15,0,0,800,0.3333333333333333,0,8.5
169,29,3,DRT,4,2,27,2,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
170,29,3,DRT,4,2,27,2,1,2,3,5,0,0,600,1,0,8.5
171,29,3,DRT,1,2,27,2,1,2,3,10,0,0,600,0.5,0,8.5
172,29,3,DRT,4,2,27,2,1,2,3,10,0,0,800,0.5,0,8.5
173,29,3,DRT,4,2,27,2,1,2,3,10,0,0,600,0.5,0,8.5
174,29,3,DRT,1,2,27,2,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
175,30,3,DRT,1,1,22,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
176,30,3,DRT,4,1,22,1,1,2,3,5,0,0,600,1,0,8.5
177,30,3,DRT,1,1,22,1,1,2,3,10,0,0,600,0.5,0,8.5
178,30,3,DRT,4,1,22,1,1,2,3,10,0,0,800,0.5,0,8.5
179,30,3,DRT,4,1,22,1,1,2,3,10,0,0,600,0.5,0,8.5
180,30,3,DRT,4,1,22,1,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
181,31,2,DRT,1,2,22,1,1,1,3,10,0,0,800,0.5,0,8.5
182,31,2,DRT,4,2,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
183,31,2,DRT,4,2,22,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
184,31,2,DRT,3,2,22,1,1,1,3,5,0,0,600,1,0,8.5
185,31,2,DRT,3,2,22,1,1,1,3,5,0,0,400,1,0,8.5
186,31,2,DRT,1,2,22,1,1,1,3,10,0,0,400,0.5,0,8.5
187,32,1,DRT,1,1,22,1,1,2,3,5,0,0,800,1,0,8.5
188,32,1,DRT,1,1,22,1,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
189,32,1,DRT,4,1,22,1,1,2,3,5,0,0,800,1,0,8.5
190,32,1,DRT,4,1,22,1,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
191,32,1,DRT,4,1,22,1,1,2,3,10,0,0,400,0.5,0,8.5
192,32,1,DRT,4,1,22,1,1,2,3,5,0,0,400,1,0,8.5
193,33,1,DRT,4,2,23,1,1,1,3,5,0,0,800,1,0,8.5
194,33,1,DRT,4,2,23,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
195,33,1,DRT,4,2,23,1,1,1,3,5,0,0,800,1,0,8.5
196,33,1,DRT,4,2,23,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
197,33,1,DRT,4,2,23,1,1,1,3,10,0,0,400,0.5,0,8.5
198,33,1,DRT,4,2,23,1,1,1,3,5,0,0,400,1,0,8.5
199,34,3,DRT,2,2,22,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
200,34,3,DRT,2,2,22,1,1,1,3,5,0,0,600,1,0,8.5
201,34,3,DRT,2,2,22,1,1,1,3,10,0,0,600,0.5,0,8.5
202,34,3,DRT,2,2,22,1,1,1,3,10,0,0,800,0.5,0,8.5
203,34,3,DRT,2,2,22,1,1,1,3,10,0,0,600,0.5,0,8.5
204,34,3,DRT,2,2,22,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
205,35,3,DRT,4,1,21,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
206,35,3,DRT,1,1,21,1,1,1,3,5,0,0,600,1,0,8.5
207,35,3,DRT,1,1,21,1,1,1,3,10,0,0,600,0.5,0,8.5
208,35,3,DRT,4,1,21,1,1,1,3,10,0,0,800,0.5,0,8.5
209,35,3,DRT,4,1,21,1,1,1,3,10,0,0,600,0.5,0,8.5
210,35,3,DRT,1,1,21,1,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
211,36,3,DRT,1,1,22,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
212,36,3,DRT,1,1,22,1,1,2,3,5,0,0,600,1,0,8.5
213,36,3,DRT,1,1,22,1,1,2,3,10,0,0,600,0.5,0,8.5
214,36,3,DRT,1,1,22,1,1,2,3,10,0,0,800,0.5,0,8.5
215,36,3,DRT,4,1,22,1,1,2,3,10,0,0,600,0.5,0,8.5
216,36,3,DRT,4,1,22,1,1,2,3,15,0,0,800,0.3333333333333333,0,8.5
217,37,2,DRT,1,2,24,1,1,1,3,10,0,0,800,0.5,0,8.5
218,37,2,DRT,1,2,24,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
219,37,2,DRT,4,2,24,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
220,37,2,DRT,3,2,24,1,1,1,3,5,0,0,600,1,0,8.5
221,37,2,DRT,3,2,24,1,1,1,3,5,0,0,400,1,0,8.5
222,37,2,DRT,3,2,24,1,1,1,3,10,0,0,400,0.5,0,8.5
223,38,3,DRT,1,1,34,2,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
224,38,3,DRT,1,1,34,2,1,1,3,5,0,0,600,1,0,8.5
225,38,3,DRT,1,1,34,2,1,1,3,10,0,0,600,0.5,0,8.5
226,38,3,DRT,3,1,34,2,1,1,3,10,0,0,800,0.5,0,8.5
227,38,3,DRT,4,1,34,2,1,1,3,10,0,0,600,0.5,0,8.5
228,38,3,DRT,1,1,34,2,1,1,3,15,0,0,800,0.3333333333333333,0,8.5
229,39,2,DRT,2,1,27,1,1,1,3,10,0,0,800,0.5,0,8.5
230,39,2,DRT,2,1,27,1,1,1,3,15,0,0,400,0.3333333333333333,0,8.5
231,39,2,DRT,2,1,27,1,1,1,3,15,0,0,600,0.3333333333333333,0,8.5
232,39,2,DRT,2,1,27,1,1,1,3,5,0,0,600,1,0,8.5
233,39,2,DRT,2,1,27,1,1,1,3,5,0,0,400,1,0,8.5
234,39,2,DRT,2,1,27,1,1,1,3,10,0,0,400,0.5,0,8.5
235,40,2,DRT,2,2,24,1,1,2,3,10,0,0,800,0.5,0,8.5
236,40,2,DRT,2,2,24,1,1,2,3,15,0,0,400,0.3333333333333333,0,8.5
237,40,2,DRT,2,2,24,1,1,2,3,15,0,0,600,0.3333333333333333,0,8.5
238,40,2,DRT,1,2,24,1,1,2,3,5,0,0,600,1,0,8.5
239,40,2,DRT,4,2,24,1,1,2,3,5,0,0,400,1,0,8.5
240,40,2,DRT,1,2,24,1,1,2,3,10,0,0,400,0.5,0,8.5
241,41,1,DRT,4,2,30,2,2,1,3,5,0,0,800,1,0,8.5
242,41,1,DRT,1,2,30,2,2,1,3,15,0,0,800,0.3333333333333333,0,8.5
243,41,1,DRT,4,2,30,2,2,1,3,5,0,0,800,1,0,8.5
244,41,1,DRT,2,2,30,2,2,1,3,15,0,0,600,0.3333333333333333,0,8.5
245,41,1,DRT,4,2,30,2,2,1,3,10,0,0,400,0.5,0,8.5
